time_segment,VisitorCount,DayOfWeek,is_official_holiday,is_school_holiday,is_bridge_day,Weekday,Month,Winter,Spring,Summer,Autumn,after_holiday,after_bridge,after_school_holiday,precip_quantity,temp_avg,wind_speed_10m,humidity_rel_shelter_avg,pressure,sun_duration
Noon,143,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,0,11.67,3.35,73.21,1016.42,581.08
AfterNoor,82,Monday,0,0,0,0,5,0,1,0,0,0,0,0,0,10.95,3.13,60.23,1037.49,873.83
Noon,94,Monday,0,0,0,0,5,0,1,0,0,0,0,0,0,10.95,3.13,60.23,1037.49,873.83
AfterNoor,52,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,11.3,3.29,61.64,1031.73,883.83
Morning,62,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,11.3,3.29,61.64,1031.73,883.83
Noon,53,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,11.3,3.29,61.64,1031.73,8483.83
AfterNoor,88,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,12.29,2.8,54.96,1024.61,890.25
Morning,59,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,12.29,2.8,54.96,1024.61,890.25
Noon,62,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,12.29,2.8,54.96,1024.61,890.25
AfterNoor,46,Friday,0,0,0,4,5,0,1,0,0,0,0,0,0,11.52,2.25,82.87,1006.53,3.58
Morning,103,Friday,0,0,0,4,5,0,1,0,0,0,0,0,0,11.52,2.25,82.87,1006.53,3.58
Noon,93,Friday,0,0,0,4,5,0,1,0,0,0,0,0,0,11.52,2.25,82.87,1006.53,3.58
Morning,109,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,0.17,15.22,1.28,76.28,1005.23,419.5
Noon,121,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,0.17,15.22,1.28,76.28,1005.23,419.5
AfterNoor,42,Monday,0,0,0,0,5,0,1,0,0,0,0,0,0.3,12.24,3.51,95.79,1009.1,0
Noon,77,Monday,0,0,0,0,5,0,1,0,0,0,0,0,0.3,12.24,3.51,95.79,1009.1,0
AfterNoor,43,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,12.57,4.17,84.82,1015.3,319
Morning,32,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,12.57,4.17,84.82,1015.3,319
Noon,48,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,12.57,4.17,84.82,1015.3,319
AfterNoor,61,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,14.49,1.9,68.28,1019.14,629.33
Morning,63,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,14.49,1.9,68.28,1019.14,629.33
Noon,59,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,14.49,1.9,68.28,1019.14,629.33
AfterNoor,77,Friday,0,0,0,4,5,0,1,0,0,0,0,0,0,16.49,2.34,62.92,1015.04,863.17
Morning,115,Friday,0,0,0,4,5,0,1,0,0,0,0,0,0,16.49,2.34,62.92,1015.04,863.17
Noon,82,Friday,0,0,0,4,5,0,1,0,0,0,0,0,0,16.49,2.34,62.92,1015.04,863.17
Morning,140,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,1.14,13.52,1.4,79.87,1017.03,431
Noon,128,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,1.14,13.52,1.4,79.87,1017.03,431
AfterNoor,65,Monday,0,0,0,0,5,0,1,0,0,0,0,0,2.08,15.7,2.4,72.37,1009,496.08
Noon,98,Monday,0,0,0,0,5,0,1,0,0,0,0,0,2.08,15.7,2.4,72.37,1009,496.08
AfterNoor,29,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,5.79,12.35,2.41,85.98,1010.13,93.17
Morning,61,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,5.79,12.35,2.41,85.98,1010.13,93.17
Noon,51,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,5.79,12.35,2.41,85.98,1010.13,93.17
AfterNoor,81,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,14.22,1.94,69.45,1019.97,512.25
Morning,50,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,14.22,1.94,69.45,1019.97,512.25
Noon,52,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,14.22,1.94,69.45,1019.97,512.25
AfterNoor,92,Friday,0,0,1,4,5,0,1,0,0,0,0,0,0,17.29,2.57,72.57,1023.81,495.33
Morning,128,Friday,0,0,1,4,5,0,1,0,0,0,0,0,0,17.29,2.57,72.57,1023.81,495.33
Noon,112,Friday,0,0,1,4,5,0,1,0,0,0,0,0,0,17.29,2.57,72.57,1023.81,495.33
Morning,152,Saturday,0,0,0,5,6,0,0,1,0,0,1,0,0,20.04,1.61,72.55,1019.85,860.67
Noon,139,Saturday,0,0,0,5,6,0,0,1,0,0,1,0,0,20.04,1.61,72.55,1019.85,860.67
AfterNoor,56,Monday,0,0,0,0,6,0,0,1,0,0,1,0,0.06,17.94,2.25,77.06,1012.89,184.58
Noon,71,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0.06,17.94,2.25,77.06,1012.89,184.58
AfterNoor,54,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,7.6,18.67,2.81,79.05,1006.92,425.75
Morning,68,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,7.6,18.67,2.81,79.05,1006.92,425.75
Noon,53,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,7.6,18.67,2.81,79.05,1006.92,425.75
AfterNoor,38,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,14.71,15.56,2.37,91.37,1006.31,57.5
Morning,45,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,14.71,15.56,2.37,91.37,1006.31,57.5
Noon,51,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,14.71,15.56,2.37,91.37,1006.31,57.5
AfterNoor,45,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0.46,15.24,4.7,75.29,1007.06,458.33
Morning,123,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0.46,15.24,4.7,75.29,1007.06,458.33
Noon,76,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0.46,15.24,4.7,75.29,1007.06,458.33
Morning,96,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,1.47,14.76,7.04,68.26,1015.33,328.83
Noon,104,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,1.47,14.76,7.04,68.26,1015.33,328.83
AfterNoor,97,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0.06,15.42,1.72,72.68,1011.2,442
Morning,87,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0.06,15.42,1.72,72.68,1011.2,442
Noon,80,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0.06,15.42,1.72,72.68,1011.2,442
AfterNoor,48,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,9.12,14.79,2.21,86.71,1008.49,240.42
Morning,40,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,9.12,14.79,2.21,86.71,1008.49,240.42
Noon,47,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,9.12,14.79,2.21,86.71,1008.49,240.42
AfterNoor,77,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0.43,17.89,2.27,77.97,1012.19,591.25
Morning,83,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0.43,17.89,2.27,77.97,1012.19,591.25
Noon,73,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0.43,17.89,2.27,77.97,1012.19,591.25
Morning,108,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,10.04,16.26,1.92,89.24,1013.4,276
Noon,96,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,10.04,16.26,1.92,89.24,1013.4,276
AfterNoor,98,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0,19.68,1.43,72.21,1018.1,756.08
Noon,113,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0,19.68,1.43,72.21,1018.1,756.08
AfterNoor,75,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0,21.82,1.24,71.23,1012.55,739.67
Morning,96,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0,21.82,1.24,71.23,1012.55,739.67
Noon,75,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0,21.82,1.24,71.23,1012.55,739.67
AfterNoor,69,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,3.1,19.82,2.09,82.71,1006.86,381.17
Morning,78,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,3.1,19.82,2.09,82.71,1006.86,381.17
Noon,68,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,3.1,19.82,2.09,82.71,1006.86,381.17
AfterNoor,99,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,15.91,2.49,69.84,1019.12,693.17
Morning,72,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,15.91,2.49,69.84,1019.12,693.17
Noon,93,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,15.91,2.49,69.84,1019.12,693.17
Morning,191,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,0,17.88,2.19,69.4,1019.81,790.83
Noon,167,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,0,17.88,2.19,69.4,1019.81,790.83
AfterNoor,51,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0,25.77,1.89,66.41,1016.05,659
Noon,71,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0,25.77,1.89,66.41,1016.05,659
AfterNoor,30,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0,26.47,2.57,69.27,1016,761.75
Morning,64,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0,26.47,2.57,69.27,1016,761.75
Noon,39,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0,26.47,2.57,69.27,1016,761.75
AfterNoor,55,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0,20.75,3.06,80.5,1024.13,548.42
Morning,66,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0,20.75,3.06,80.5,1024.13,548.42
Noon,52,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0,20.75,3.06,80.5,1024.13,548.42
AfterNoor,52,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,19.54,2.84,66.1,1023.4,934.17
Morning,111,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,19.54,2.84,66.1,1023.4,934.17
Noon,64,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,19.54,2.84,66.1,1023.4,934.17
Morning,120,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,0,24.27,1.78,58.15,1016.03,923.75
Noon,110,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,0,24.27,1.78,58.15,1016.03,923.75
AfterNoor,70,Monday,0,1,0,0,7,0,0,1,0,0,0,0,0,18.78,3.24,68.61,1018.5,804
Noon,78,Monday,0,1,0,0,7,0,0,1,0,0,0,0,0,18.78,3.24,68.61,1018.5,804
AfterNoor,77,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,18.05,2.08,67.05,1022.26,633.67
Morning,96,Tuesday,0,1,0,1,7,0,0,1,0,0,0,0,0,18.05,2.08,67.05,1022.26,633.67
Noon,60,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,18.05,2.08,67.05,1022.26,633.67
AfterNoor,99,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,16.88,2.95,63.52,1024.54,779.75
Morning,81,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,16.88,2.95,63.52,1024.54,779.75
Noon,60,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,16.88,2.95,63.52,1024.54,779.75
AfterNoor,72,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0,19.81,2.23,66.88,1017.01,657.33
Morning,128,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0,19.81,2.23,66.88,1017.01,657.33
Noon,90,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0,19.81,2.23,66.88,1017.01,657.33
Morning,137,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0.97,19.12,2.75,74.15,1011.74,581.92
Noon,160,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0.97,19.12,2.75,74.15,1011.74,581.92
AfterNoor,73,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0.03,14.6,2.43,71.58,1019.83,289.67
Noon,99,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0.03,14.6,2.43,71.58,1019.83,289.67
AfterNoor,71,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,15.38,1.62,68.73,1020.68,533.58
Morning,78,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,15.38,1.62,68.73,1020.68,533.58
Noon,77,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,15.38,1.62,68.73,1020.68,533.58
AfterNoor,75,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0.06,17.62,1.28,69.41,1018.41,226.08
Morning,91,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0.06,17.62,1.28,69.41,1018.41,226.08
Noon,77,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0.06,17.62,1.28,69.41,1018.41,226.08
AfterNoor,48,Friday,0,1,0,4,7,0,0,1,0,0,0,1,3.84,17.99,2.92,80.04,1012.34,407
Morning,142,Friday,0,1,0,4,7,0,0,1,0,0,0,1,3.84,17.99,2.92,80.04,1012.34,407
Noon,74,Friday,0,1,0,4,7,0,0,1,0,0,0,1,3.84,17.99,2.92,80.04,1012.34,407
Morning,98,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,3.57,17.49,2.84,82.44,1018.34,255.75
Noon,94,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,3.57,17.49,2.84,82.44,1018.34,255.75
AfterNoor,84,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,14.98,1.64,80.66,1019.85,12.25
Noon,94,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,14.98,1.64,80.66,1019.85,12.25
AfterNoor,61,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,16.44,1.33,75.96,1018.22,417.5
Morning,74,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,16.44,1.33,75.96,1018.22,417.5
Noon,90,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,16.44,1.33,75.96,1018.22,417.5
AfterNoor,70,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,18.61,1.14,71.44,1014.13,707.08
Morning,84,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,18.61,1.14,71.44,1014.13,707.08
Noon,86,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,18.61,1.14,71.44,1014.13,707.08
AfterNoor,77,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0,20.64,2.55,66.71,1012.5,473.92
Morning,138,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0,20.64,2.55,66.71,1012.5,473.92
Noon,106,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0,20.64,2.55,66.71,1012.5,473.92
Morning,120,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,1.27,21.56,3.18,68.47,1010.36,379.5
Noon,133,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,1.27,21.56,3.18,68.47,1010.36,379.5
AfterNoor,51,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,22.37,2.17,65.11,1022.19,844.42
Noon,90,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,22.37,2.17,65.11,1022.19,844.42
AfterNoor,35,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,25.53,1.58,60.89,1017.99,899.83
Morning,83,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,25.53,1.58,60.89,1017.99,899.83
Noon,36,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,25.53,1.58,60.89,1017.99,899.83
AfterNoor,18,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,28.09,1.88,56.49,1012.84,862.25
Morning,56,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,28.09,1.88,56.49,1012.84,862.25
Noon,28,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,28.09,1.88,56.49,1012.84,862.25
AfterNoor,20,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.07,27.19,3.08,59.24,1007.66,659
Morning,66,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.07,27.19,3.08,59.24,1007.66,659
Noon,31,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.07,27.19,3.08,59.24,1007.66,659
Morning,67,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,20.73,19.62,2.45,93.94,1002.73,39.67
Noon,63,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,20.73,19.62,2.45,93.94,1002.73,39.67
AfterNoor,75,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,19.47,1.66,72,1010.38,869.67
Noon,89,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,19.47,1.66,72,1010.38,869.67
AfterNoor,60,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,21.11,3.31,63.84,1010.43,719.25
Morning,105,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,21.11,3.31,63.84,1010.43,719.25
Noon,76,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,21.11,3.31,63.84,1010.43,719.25
AfterNoor,93,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,18.73,4.15,69.81,1014.57,257.58
Morning,85,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,18.73,4.15,69.81,1014.57,257.58
Noon,105,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,18.73,4.15,69.81,1014.57,257.58
AfterNoor,73,Friday,0,1,0,4,8,0,0,1,0,0,0,1,2.74,18.57,3.41,84.97,1015.62,453.75
Morning,143,Friday,0,1,0,4,8,0,0,1,0,0,0,1,2.74,18.57,3.41,84.97,1015.62,453.75
Noon,72,Friday,0,1,0,4,8,0,0,1,0,0,0,1,2.74,18.57,3.41,84.97,1015.62,453.75
Morning,95,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,18.53,1.37,82.57,1017.58,75.58
Noon,135,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,18.53,1.37,82.57,1017.58,75.58
AfterNoor,84,Monday,0,1,0,0,8,0,0,1,0,0,0,1,0.03,21.75,3,68.71,1010.23,521.5
Noon,105,Monday,0,1,0,0,8,0,0,1,0,0,0,1,0.03,21.75,3,68.71,1010.23,521.5
AfterNoor,67,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,20.25,3.01,66.28,1009.23,466.83
Morning,77,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,20.25,3.01,66.28,1009.23,466.83
Noon,67,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,20.25,3.01,66.28,1009.23,466.83
AfterNoor,64,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,0,20.02,3.53,64.02,1007.41,650.58
Morning,75,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,0,20.02,3.53,64.02,1007.41,650.58
Noon,76,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,0,20.02,3.53,64.02,1007.41,650.58
AfterNoor,46,Friday,0,1,0,4,8,0,0,1,0,0,0,1,4.05,21.53,2.76,82.06,1005.54,96.08
Morning,122,Friday,0,1,0,4,8,0,0,1,0,0,0,1,4.05,21.53,2.76,82.06,1005.54,96.08
Noon,42,Friday,0,1,0,4,8,0,0,1,0,0,0,1,4.05,21.53,2.76,82.06,1005.54,96.08
Morning,95,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0.47,21.14,5.8,61.71,1009.53,524.92
Noon,90,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0.47,21.14,5.8,61.71,1009.53,524.92
AfterNoor,48,Monday,0,1,0,0,8,0,0,1,0,0,0,1,8.11,16.43,2.75,81.38,1014.19,495.5
Noon,116,Monday,0,1,0,0,8,0,0,1,0,0,0,1,8.11,16.43,2.75,81.38,1014.19,495.5
AfterNoor,42,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,8.4,14.24,2.42,88.27,1017.18,500.17
Morning,92,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,8.4,14.24,2.42,88.27,1017.18,500.17
Noon,60,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,8.4,14.24,2.42,88.27,1017.18,500.17
AfterNoor,57,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,5.14,15.85,2.36,85.11,1015.17,462.42
Morning,67,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,5.14,15.85,2.36,85.11,1015.17,462.42
Noon,70,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,5.14,15.85,2.36,85.11,1015.17,462.42
AfterNoor,66,Friday,0,1,1,4,8,0,0,1,0,0,0,1,0.36,18.3,2.89,76.86,1013.75,345.33
Morning,81,Friday,0,1,1,4,8,0,0,1,0,0,0,1,0.36,18.3,2.89,76.86,1013.75,345.33
Noon,108,Friday,0,1,1,4,8,0,0,1,0,0,0,1,0.36,18.3,2.89,76.86,1013.75,345.33
Morning,94,Saturday,0,1,0,5,8,0,0,1,0,0,1,1,5.34,18.37,3.67,89.95,1006.82,0.33
Noon,98,Saturday,0,1,0,5,8,0,0,1,0,0,1,1,5.34,18.37,3.67,89.95,1006.82,0.33
AfterNoor,65,Monday,0,1,0,0,8,0,0,1,0,0,1,1,0,17.14,4,70.87,1015.58,599.58
Noon,67,Monday,0,1,0,0,8,0,0,1,0,0,0,1,0,17.14,4,70.87,1015.58,599.58
AfterNoor,65,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,16.36,2.47,75.68,1022.57,541.67
Morning,70,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,16.36,2.47,75.68,1022.57,541.67
Noon,65,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,16.36,2.47,75.68,1022.57,541.67
AfterNoor,92,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,0,16.01,1.16,74.71,1026.59,794
Morning,65,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,0,16.01,1.16,74.71,1026.59,794
Noon,81,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,0,16.01,1.16,74.71,1026.59,794
AfterNoor,89,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,19.15,1.44,71.06,1023.78,785.5
Morning,131,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,19.15,1.44,71.06,1023.78,785.5
Noon,83,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,19.15,1.44,71.06,1023.78,785.5
Morning,126,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,21.05,1.2,69.29,1018.9,795.25
Noon,129,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,21.05,1.2,69.29,1018.9,795.25
AfterNoor,37,Monday,0,1,0,0,8,0,0,1,0,0,0,1,0,23.76,0.98,70.71,1016.71,722.75
Noon,60,Monday,0,1,0,0,8,0,0,1,0,0,0,1,0,23.76,0.98,70.71,1016.71,722.75
AfterNoor,33,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,25,1.02,66.93,1013.36,694.67
Morning,68,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,25,1.02,66.93,1013.36,694.67
Noon,38,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,25,1.02,66.93,1013.36,694.67
AfterNoor,58,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,8.78,22.89,2.31,71.61,1013.37,407.33
Morning,55,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,8.78,22.89,2.31,71.61,1013.37,407.33
Noon,60,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,8.78,22.89,2.31,71.61,1013.37,407.33
AfterNoor,73,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,16.92,1.25,76.49,1021.44,752.92
Morning,111,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,16.92,1.25,76.49,1021.44,752.92
Noon,90,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,16.92,1.25,76.49,1021.44,752.92
Morning,93,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,19.74,2.02,70.78,1011.81,595.58
Noon,117,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,19.74,2.02,70.78,1011.81,595.58
AfterNoor,55,Monday,0,0,0,0,9,0,0,0,1,0,0,1,0,15.56,1.8,68.96,1022.78,621.67
Noon,75,Monday,0,0,0,0,9,0,0,0,1,0,0,1,0,15.56,1.8,68.96,1022.78,621.67
AfterNoor,48,Tuesday,0,0,0,1,9,0,0,0,1,0,0,0,0,16.57,2.8,77.6,1022.57,35.58
Morning,87,Tuesday,0,0,0,1,9,0,0,0,1,0,0,1,0,16.57,2.8,77.6,1022.57,35.58
Noon,65,Tuesday,0,0,0,1,9,0,0,0,1,0,0,0,0,16.57,2.8,77.6,1022.57,35.58
AfterNoor,29,Wednesday,0,0,0,2,9,0,0,0,1,0,0,0,4.93,16.06,3.54,83.42,1015.42,374.58
Morning,62,Wednesday,0,0,0,2,9,0,0,0,1,0,0,0,4.93,16.06,3.54,83.42,1015.42,374.58
Noon,74,Wednesday,0,0,0,2,9,0,0,0,1,0,0,0,4.93,16.06,3.54,83.42,1015.42,374.58
AfterNoor,58,Friday,0,0,0,4,9,0,0,0,1,0,0,0,0,13.6,3.13,74.81,1022.11,503.17
Morning,62,Friday,0,0,0,4,9,0,0,0,1,0,0,0,0,13.6,3.13,74.81,1022.11,503.17
Noon,58,Friday,0,0,0,4,9,0,0,0,1,0,0,0,0,13.6,3.13,74.81,1022.11,503.17
Morning,112,Saturday,0,0,0,5,9,0,0,0,1,0,0,0,1.28,14.5,2.48,85.31,1018.79,333.17
Noon,100,Saturday,0,0,0,5,9,0,0,0,1,0,0,0,1.28,14.5,2.48,85.31,1018.79,333.17
AfterNoor,56,Monday,0,0,0,0,9,0,0,0,1,0,0,0,0,12.19,1.48,77.73,1014.99,593.5
Noon,69,Monday,0,0,0,0,9,0,0,0,1,0,0,0,0,12.19,1.48,77.73,1014.99,593.5
AfterNoor,49,Tuesday,0,0,0,1,9,0,0,0,1,0,0,0,0,13.86,1.33,73.99,1017.6,628.17
Morning,72,Tuesday,0,0,0,1,9,0,0,0,1,0,0,0,0,13.86,1.33,73.99,1017.6,628.17
Noon,55,Tuesday,0,0,0,1,9,0,0,0,1,0,0,0,0,13.86,1.33,73.99,1017.6,628.17
AfterNoor,41,Wednesday,0,0,0,2,9,0,0,0,1,0,0,0,1.88,15.47,3.14,89.75,1021.23,0.75
Morning,41,Wednesday,0,0,0,2,9,0,0,0,1,0,0,0,1.88,15.47,3.14,89.75,1021.23,0.75
Noon,51,Wednesday,0,0,0,2,9,0,0,0,1,0,0,0,1.88,15.47,3.14,89.75,1021.23,0.75
AfterNoor,54,Friday,0,0,0,4,9,0,0,0,1,0,0,0,0.25,18.32,2.4,80.08,1031.59,168.25
Morning,108,Friday,0,0,0,4,9,0,0,0,1,0,0,0,0.25,18.32,2.4,80.08,1031.59,168.25
Noon,67,Friday,0,0,0,4,9,0,0,0,1,0,0,0,0.25,18.32,2.4,80.08,1031.59,168.25
Morning,104,Saturday,0,0,0,5,9,0,0,0,1,0,0,0,0,15.35,1.56,74.96,1030.5,709.83
Noon,132,Saturday,0,0,0,5,9,0,0,0,1,0,0,0,0,15.35,1.56,74.96,1030.5,709.83
